planet;column;Q1;Q3;IQR;lower_bound;upper_bound;outliers_count
Pluto;Neptune_y_effect_start_km_s2;-5.414939839063319e-11;-1.2046238210372499e-11;4.210316018026069e-11;-1.1730413866102422e-10;5.1108502060018525e-11;0
Pluto;Pluto_y_effect_start_km_s2;-2.6776944533845595e-09;3.0181946638168395e-08;3.285964109155295e-08;-5.196715609071399e-08;7.947140827549782e-08;0
Pluto;Sun_z_effect_start_km_s2;-1.7480299631245409e-13;-5.6767890203407054e-14;1.1803510610904704e-13;-3.518556554760246e-13;1.202847689601635e-13;0
Pluto;mercury_z_effect_start_km_s2;-3.319540704059681e-11;3.7207983207468177e-10;4.052752391152786e-10;-6.411082657135147e-10;9.799926907475997e-10;0
Pluto;Venus_z_effect_start_km_s2;-1.731754338050569e-12;2.188015033294611e-12;3.91976937134518e-12;-7.611408395068338e-12;8.06766909031238e-12;0
Pluto;Earth_z_effect_start_km_s2;4.003013961789312e-13;5.385794890079825e-13;1.3827809282905127e-13;1.9288425693535432e-13;7.459966282515594e-13;0
Pluto;mars_z_effect_start_km_s2;1.999382447614633e-17;3.333110457521251e-15;3.3131166330451044e-15;-4.9496811250915104e-15;8.302785407088908e-15;0
Pluto;Moon_z_effect_start_km_s2;6.25583283777836e-15;7.298240538946565e-15;1.0424077011682051e-15;4.6922212860260526e-15;8.861852090698873e-15;0
Pluto;Jupiter_z_effect_start_km_s2;1.9943230249996733e-18;2.0459044523938134e-18;5.158142739414011e-20;1.916950883908463e-18;2.1232765934850235e-18;0
Pluto;Saturn_z_effect_start_km_s2;4.381050340178989e-09;4.40772610835699e-09;2.6675768178001246e-11;4.341036687911987e-09;4.447739760623992e-09;0
Pluto;Uranus_z_effect_start_km_s2;1.047100996284889e-14;1.0942911739034644e-14;4.719017761857535e-16;9.76315729857026e-15;1.1650764403313273e-14;0
Pluto;Neptune_z_effect_start_km_s2;1.2635820607300357e-14;1.3350484178953044e-14;7.146635716526863e-16;1.1563825249821327e-14;1.4422479536432072e-14;0
Pluto;Pluto_z_effect_start_km_s2;1.3123206313999598e-15;1.415504406914367e-15;1.0318377551440727e-16;1.1575449681283488e-15;1.5702800701859778e-15;0
Pluto;Sun_effect_end_km_s2;1.5542535281698592e-16;1.6421120697643786e-16;8.78585415945194e-18;1.4224657157780801e-16;1.7738998821561577e-16;0
Pluto;Mercury_effect_end_km_s2;4.725870420588827e-12;4.9679337364368515e-12;2.420633158480246e-13;4.3627754468167904e-12;5.331028710208889e-12;0
Pluto;Venus_effect_end_km_s2;9.651815333842597e-13;1.0000519747001966e-12;3.487044131593692e-14;9.128758714103543e-13;1.052357636674102e-12;0
Pluto;Earth_effect_end_km_s2;9.851992275941737e-14;9.966201990647688e-14;1.1420971470595161e-15;9.68067770388281e-14;1.0137516562706616e-13;0
Pluto;Mars_effect_end_km_s2;2.5739046417184404e-13;2.605289801346336e-13;3.138515962789559e-15;2.526826902276597e-13;2.6523675407881794e-13;0
Pluto;Moon_effect_end_km_s2;0.0;0.0;0.0;0.0;0.0;0
